task,size,subset,positions,balanced_accuracy,macro_f1,auroc,ci95
seed0_trained_l0_h_shuffled_current_transfer,full,all,4979,0.5,0.3199945370117454,0.5415660376014305,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.5059744321679904,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_previous_iid,full,all,18617,0.5,0.33839155620313444,0.4877272146248744,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_previous_iid,full,current_ne_previous,9976,0.5,0.331904634342352,0.491894930367312,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_previous_transfer,full,all,4644,0.5,0.34202323604420515,0.4747091889241012,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_previous_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.4958800575785627,"[0.5, 0.5]"
seed0_trained_l0_h_shuffled_query_iid,full,all,20000,0.2954346196230365,0.29560683191692805,,"[0.28831730712437154, 0.3022575763684571]"
seed0_trained_l0_h_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l0_m_coordinate_128_A_iid,up_to_four,all,20000,0.5231063416151437,0.5229669602555457,0.5343148753663209,"[0.5149656035946244, 0.5311814003891132]"
seed0_trained_l0_m_coordinate_128_A_iid,single,all,20000,0.5077261105739006,0.49920136073014665,0.5144228722383776,"[0.5010471875602616, 0.514519619152359]"
seed0_trained_l0_m_coordinate_128_B_iid,up_to_four,all,20000,0.5309675856555948,0.5285724094200703,0.5421475453772163,"[0.5226347036109728, 0.539569203348387]"
seed0_trained_l0_m_coordinate_128_B_iid,single,all,20000,0.5094519823868949,0.48579010491374586,0.5131476242673148,"[0.5034432489929223, 0.5158056893047112]"
seed0_trained_l0_m_coordinate_128_C_iid,up_to_four,all,20000,0.5155940989297866,0.4107572800625008,0.5322157936448497,"[0.5117206635682587, 0.5195510093381471]"
seed0_trained_l0_m_coordinate_128_C_iid,single,all,20000,0.5001515810162506,0.33515514476611896,0.5191633255923928,"[0.49994252051518334, 0.5004508143266795]"
seed0_trained_l0_m_coordinate_128_D_iid,up_to_four,all,20000,0.5304252030269472,0.5297912165381451,0.5412158261203652,"[0.5223085540128617, 0.5384348785609482]"
seed0_trained_l0_m_coordinate_128_D_iid,single,all,20000,0.5119920801546286,0.5014684907555347,0.5251342177630635,"[0.5044861292933144, 0.5199239993453625]"
seed0_trained_l0_m_coordinate_128_current_iid,up_to_four,all,20000,0.516240750728284,0.508141076573049,0.5229627662368275,"[0.5089235480825888, 0.5238387660687734]"
seed0_trained_l0_m_coordinate_128_current_iid,up_to_four,current_ne_previous,9976,0.49859721726491935,0.49104584484776637,0.4985702870519536,"[0.48919015405399824, 0.5086831304361706]"
seed0_trained_l0_m_coordinate_128_current_iid,single,all,20000,0.5103154360352651,0.46789542278489715,0.5212187897129394,"[0.5045741928298965, 0.5163868761022752]"
seed0_trained_l0_m_coordinate_128_current_iid,single,current_ne_previous,9976,0.4966339645453698,0.456426867408146,0.4987247539302033,"[0.4890105702702541, 0.5044433769353384]"
seed0_trained_l0_m_coordinate_128_current_transfer,up_to_four,all,4979,0.5063588178262568,0.4601284697220921,0.5301856432196896,"[0.49494756346079954, 0.5176678341094796]"
seed0_trained_l0_m_coordinate_128_current_transfer,up_to_four,current_ne_previous,2530,0.4960413175565238,0.4461167971101746,0.5086158456054468,"[0.4809484422693929, 0.5108578794402989]"
seed0_trained_l0_m_coordinate_128_current_transfer,single,all,4979,0.5,0.34615889691398555,0.5298980853438098,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_128_current_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5009344328180306,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_128_previous_iid,up_to_four,all,18617,0.5301442832137007,0.5261572887711572,0.5540843639895758,"[0.5221152941708573, 0.5382146906832551]"
seed0_trained_l0_m_coordinate_128_previous_iid,up_to_four,current_ne_previous,9976,0.49241018171060713,0.48714905756402593,0.49141906948477276,"[0.4828230915745673, 0.5018866947039593]"
seed0_trained_l0_m_coordinate_128_previous_iid,single,all,18617,0.5006437394077937,0.46900982674396774,0.516733073456579,"[0.4935698114479749, 0.5079705526863956]"
seed0_trained_l0_m_coordinate_128_previous_iid,single,current_ne_previous,9976,0.4948695934582895,0.456553060819108,0.4894622478608568,"[0.48613977854330126, 0.5027261232722897]"
seed0_trained_l0_m_coordinate_128_previous_transfer,up_to_four,all,4644,0.5,0.32441082339249344,0.5326412444596357,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_128_previous_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.49451872334600705,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_128_previous_transfer,single,all,4644,0.5,0.34202323604420515,0.5141079131077683,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_128_previous_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.4910122563833637,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_128_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_m_coordinate_128_query_iid,single,all,20000,0.841321243523316,0.8234221154884764,,"[0.8372991166256807, 0.845335713637349]"
seed0_trained_l0_m_coordinate_128_state_iid,up_to_four,all,20000,0.07791616665005806,0.0235126351566771,,"[0.07568903833698398, 0.08008261332354899]"
seed0_trained_l0_m_coordinate_128_state_iid,single,all,20000,0.06721594647504116,0.020013135906004585,,"[0.06534545722462708, 0.0691065370215678]"
seed0_trained_l0_m_coordinate_A_iid,up_to_four,all,20000,0.5406946463175566,0.5406835282690019,0.5539863984696594,"[0.5319011480883225, 0.5489605041940895]"
seed0_trained_l0_m_coordinate_A_iid,single,all,20000,0.5113987522041872,0.44801881098689156,0.5255673841962581,"[0.5061126354957876, 0.5171946295727153]"
seed0_trained_l0_m_coordinate_B_iid,up_to_four,all,20000,0.5230327667281831,0.5025568805781351,0.5447174573741309,"[0.5156087606834827, 0.5309146593376481]"
seed0_trained_l0_m_coordinate_B_iid,single,all,20000,0.5142457666316418,0.5060863437278497,0.5265640542370027,"[0.5067481578761179, 0.5212220177523942]"
seed0_trained_l0_m_coordinate_C_iid,up_to_four,all,20000,0.5316430009107062,0.51587047462724,0.5498005715846862,"[0.5235279776454642, 0.5392368699531479]"
seed0_trained_l0_m_coordinate_C_iid,single,all,20000,0.5110264526399053,0.43891803106595695,0.5203301419033322,"[0.5053114089708701, 0.5163211371644136]"
seed0_trained_l0_m_coordinate_D_iid,up_to_four,all,20000,0.531946783612239,0.5282918187445305,0.535573214670235,"[0.522757413494038, 0.5410233430911157]"
seed0_trained_l0_m_coordinate_D_iid,single,all,20000,0.5127694529039006,0.5070791794974436,0.5226044318257557,"[0.5037962483055041, 0.5205377883169718]"
seed0_trained_l0_m_coordinate_current_iid,up_to_four,all,20000,0.5154119032490309,0.4889213347188756,0.5193349471785879,"[0.5085431828693695, 0.5220215488681886]"
seed0_trained_l0_m_coordinate_current_iid,up_to_four,current_ne_previous,9976,0.5033794603667654,0.4740918857671003,0.5055735492252138,"[0.49421179335235377, 0.5122265188931958]"
seed0_trained_l0_m_coordinate_current_iid,single,all,20000,0.5154119032490309,0.4889213347188756,0.5193349471785879,"[0.5085431828693695, 0.5220215488681886]"
seed0_trained_l0_m_coordinate_current_iid,single,current_ne_previous,9976,0.5033794603667654,0.4740918857671003,0.5055735492252138,"[0.49421179335235377, 0.5122265188931958]"
seed0_trained_l0_m_coordinate_current_transfer,up_to_four,all,4979,0.5,0.34615889691398555,0.6045030008995899,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.5135105234636393,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_current_transfer,single,all,4979,0.5129868973347141,0.4807153144229648,0.5192956839764851,"[0.49964668059993256, 0.5271405497472427]"
seed0_trained_l0_m_coordinate_current_transfer,single,current_ne_previous,2530,0.5031108174818317,0.47659524013950044,0.5065125904665351,"[0.4841602855772266, 0.5194166229854876]"
seed0_trained_l0_m_coordinate_previous_iid,up_to_four,all,18617,0.5169995031326431,0.4973799368240449,0.5413326668405645,"[0.5094786022021668, 0.524780943783399]"
seed0_trained_l0_m_coordinate_previous_iid,up_to_four,current_ne_previous,9976,0.4987055812263456,0.47617087173795314,0.49829005205971916,"[0.4890521902592753, 0.5080944914720245]"
seed0_trained_l0_m_coordinate_previous_iid,single,all,18617,0.5033930278528621,0.49742507006082765,0.5166608412057884,"[0.4951019562144074, 0.5110009011756731]"
seed0_trained_l0_m_coordinate_previous_iid,single,current_ne_previous,9976,0.4919592011293004,0.48393401406220404,0.49852760065468554,"[0.48347905374612443, 0.5014234338742674]"
seed0_trained_l0_m_coordinate_previous_transfer,up_to_four,all,4644,0.5,0.32441082339249344,0.5252883961643775,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_previous_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.5048343616261256,"[0.5, 0.5]"
seed0_trained_l0_m_coordinate_previous_transfer,single,all,4644,0.5058849536151225,0.5057519876466483,0.5107474708445875,"[0.49073279127477576, 0.5203128537782651]"
seed0_trained_l0_m_coordinate_previous_transfer,single,current_ne_previous,2530,0.48858023090178704,0.48852955880514937,0.49348740953346487,"[0.46806070875250666, 0.5079717097033374]"
seed0_trained_l0_m_coordinate_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_m_coordinate_query_iid,single,all,20000,0.841321243523316,0.8234221154884764,,"[0.8373098994978392, 0.845273882258811]"
seed0_trained_l0_m_coordinate_state_iid,up_to_four,all,20000,0.07004370472462541,0.02100449172891617,,"[0.06799350694697051, 0.07209506349365244]"
seed0_trained_l0_m_coordinate_state_iid,single,all,20000,0.07007969455950552,0.021028881423100127,,"[0.06824756616880585, 0.07197164474119655]"
seed0_trained_l0_m_full_A_iid,full,all,20000,0.6191220788736681,0.6191037567447155,0.6670950836298002,"[0.6089920531661829, 0.6289931705507799]"
seed0_trained_l0_m_full_B_iid,full,all,20000,0.6132494779484764,0.6132619351978215,0.6531968361188089,"[0.6031246231606111, 0.6227122406272433]"
seed0_trained_l0_m_full_C_iid,full,all,20000,0.615761389569552,0.614115354674792,0.6627118730342407,"[0.606492333942181, 0.625336270915873]"
seed0_trained_l0_m_full_D_iid,full,all,20000,0.6231299475001025,0.623183305974772,0.6732569114397482,"[0.6131442804718132, 0.6322357406469371]"
seed0_trained_l0_m_full_current_iid,full,all,20000,0.5980511675604213,0.597857249965594,0.6373884254556099,"[0.5908188877347946, 0.6055024057678731]"
seed0_trained_l0_m_full_current_iid,full,current_ne_previous,9976,0.4975182401949908,0.497480614600025,0.5021671184511349,"[0.48804614414679454, 0.507270009779709]"
seed0_trained_l0_m_full_current_transfer,full,all,4979,0.5,0.3199945370117454,0.5977387523744574,"[0.5, 0.5]"
seed0_trained_l0_m_full_current_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.5001603224199498,"[0.5, 0.5]"
seed0_trained_l0_m_full_previous_iid,full,all,18617,0.5991732464352394,0.5991786940973307,0.6328969376089099,"[0.5915042818389121, 0.606543019002142]"
seed0_trained_l0_m_full_previous_iid,full,current_ne_previous,9976,0.5012343684181756,0.5012062913176322,0.49855006929505546,"[0.49127462549315604, 0.5110749052476115]"
seed0_trained_l0_m_full_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.5869332852827861,"[0.5, 0.5]"
seed0_trained_l0_m_full_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.49870960765697375,"[0.5, 0.5]"
seed0_trained_l0_m_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_m_full_state_iid,full,all,20000,0.10937780386294677,0.035110178068873885,,"[0.10771025596634486, 0.11100707285081644]"
seed0_trained_l0_m_random_128_A_iid,up_to_four,all,20000,0.5302650602346922,0.5200887838849347,0.5490041405297733,"[0.5232742512257863, 0.536921191063905]"
seed0_trained_l0_m_random_128_A_iid,single,all,20000,0.5069029017283442,0.4990791985239492,0.5201262925597647,"[0.4998751083067787, 0.5139517258716557]"
seed0_trained_l0_m_random_128_B_iid,up_to_four,all,20000,0.5713543328555366,0.5705139987965795,0.5994889994942388,"[0.5623516770724588, 0.5799688982363784]"
seed0_trained_l0_m_random_128_B_iid,single,all,20000,0.5112078574377873,0.48433399603224514,0.5252660649618934,"[0.5045383573708274, 0.5180208186284943]"
seed0_trained_l0_m_random_128_C_iid,up_to_four,all,20000,0.5545243890730023,0.5298012969109218,0.5733348956620088,"[0.5470714747376947, 0.5617463121836573]"
seed0_trained_l0_m_random_128_C_iid,single,all,20000,0.5031709908566271,0.40894333896242163,0.5226846153523833,"[0.49816997038630967, 0.5078376056406452]"
seed0_trained_l0_m_random_128_D_iid,up_to_four,all,20000,0.5597699027931586,0.535352601897708,0.5752551335120073,"[0.5530594875717126, 0.5669275465956753]"
seed0_trained_l0_m_random_128_D_iid,single,all,20000,0.5597699027931586,0.535352601897708,0.5752551335120073,"[0.5530594875717126, 0.5669275465956753]"
seed0_trained_l0_m_random_128_current_iid,up_to_four,all,20000,0.5414054633475189,0.5293241961207125,0.5530092079574482,"[0.5342633011053675, 0.5484607667660047]"
seed0_trained_l0_m_random_128_current_iid,up_to_four,current_ne_previous,9976,0.4905306136229899,0.47960417329330557,0.49276923781870097,"[0.48120498757605096, 0.499757971544095]"
seed0_trained_l0_m_random_128_current_iid,single,all,20000,0.5,0.33967247754886426,0.5546931646985276,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_current_iid,single,current_ne_previous,9976,0.5,0.3347559349159776,0.49731626359774783,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_current_transfer,up_to_four,all,4979,0.5,0.34615889691398555,0.5599292633531451,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.5073976452292985,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_current_transfer,single,all,4979,0.5,0.34615889691398555,0.5582690052116627,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_current_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5072095085883439,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_previous_iid,up_to_four,all,18617,0.5080176181797796,0.5065491779243814,0.519186273759249,"[0.49884315809196983, 0.5157790534728885]"
seed0_trained_l0_m_random_128_previous_iid,up_to_four,current_ne_previous,9976,0.4918811437060475,0.4896763579987106,0.4946402847046037,"[0.48265239206470156, 0.5018629643555328]"
seed0_trained_l0_m_random_128_previous_iid,single,all,18617,0.5021899575982658,0.4794409157412187,0.5102924519924866,"[0.49496738199372603, 0.5095829011573222]"
seed0_trained_l0_m_random_128_previous_iid,single,current_ne_previous,9976,0.5010851669994759,0.4759666387011514,0.49465805060629153,"[0.49226505653798275, 0.5107396381571118]"
seed0_trained_l0_m_random_128_previous_transfer,up_to_four,all,4644,0.5,0.34202323604420515,0.5632940879250709,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_previous_transfer,up_to_four,current_ne_previous,2530,0.5,0.3301562086311888,0.4920529457760199,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_previous_transfer,single,all,4644,0.5,0.34202323604420515,0.5477899844331088,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_previous_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.4927904914116561,"[0.5, 0.5]"
seed0_trained_l0_m_random_128_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_m_random_128_query_iid,single,all,20000,0.9694932908462921,0.9693795642110086,,"[0.9670232025432388, 0.9718350705366504]"
seed0_trained_l0_m_random_128_state_iid,up_to_four,all,20000,0.07925722417828755,0.024061433597014875,,"[0.07719131573316443, 0.08125318517706874]"
seed0_trained_l0_m_random_128_state_iid,single,all,20000,0.0658517207442,0.019141971221961457,,"[0.06409519111731034, 0.06759917544236575]"
seed0_trained_l0_m_random_A_iid,up_to_four,all,20000,0.5541689889644967,0.5531345744330427,0.5737795484651181,"[0.546616032563878, 0.5617605606171605]"
seed0_trained_l0_m_random_A_iid,single,all,20000,0.5106190037003706,0.5086337531224165,0.5251598039718858,"[0.5042789336238082, 0.517011679534808]"
seed0_trained_l0_m_random_B_iid,up_to_four,all,20000,0.5645362430958156,0.5644614563779258,0.5874113997352879,"[0.5561667886317543, 0.5722347493547763]"
seed0_trained_l0_m_random_B_iid,single,all,20000,0.5115094889858856,0.5043644824421118,0.5176173277077876,"[0.5047960365135391, 0.5180073026230014]"
seed0_trained_l0_m_random_C_iid,up_to_four,all,20000,0.5437281555704946,0.5342045069562762,0.5752580519920836,"[0.5352559793520528, 0.5512423571376609]"
seed0_trained_l0_m_random_C_iid,single,all,20000,0.5041364141742786,0.3705709472793284,0.5157293792990644,"[0.501258552839897, 0.5068413224567402]"
seed0_trained_l0_m_random_D_iid,up_to_four,all,20000,0.511474098683401,0.3858546147408964,0.5402934069434191,"[0.5079008130031787, 0.5149825126171524]"
seed0_trained_l0_m_random_D_iid,single,all,20000,0.5149931042615151,0.492326979261163,0.5228626615307514,"[0.5079778783727087, 0.52157785260792]"
seed0_trained_l0_m_random_current_iid,up_to_four,all,20000,0.5059336415996885,0.4928831705819355,0.5192351644147722,"[0.4980673579085574, 0.5136429074633877]"
seed0_trained_l0_m_random_current_iid,up_to_four,current_ne_previous,9976,0.49363225065838345,0.47723469590947676,0.49626333246513543,"[0.4844928548247461, 0.5028865153318887]"
seed0_trained_l0_m_random_current_iid,single,all,20000,0.5020549044199221,0.44592589363471313,0.5142240980358749,"[0.49583072065477074, 0.5080105611772607]"
seed0_trained_l0_m_random_current_iid,single,current_ne_previous,9976,0.4966933717912852,0.43042071581816393,0.5015410110968556,"[0.4893462761453677, 0.5037344740929064]"
seed0_trained_l0_m_random_current_transfer,up_to_four,all,4979,0.5,0.34615889691398555,0.566891207917945,"[0.5, 0.5]"
seed0_trained_l0_m_random_current_transfer,up_to_four,current_ne_previous,2530,0.5,0.33648046157880934,0.5069469923451514,"[0.5, 0.5]"
seed0_trained_l0_m_random_current_transfer,single,all,4979,0.5,0.34615889691398555,0.5582690052116627,"[0.5, 0.5]"
seed0_trained_l0_m_random_current_transfer,single,current_ne_previous,2530,0.5,0.33648046157880934,0.5072095085883439,"[0.5, 0.5]"
seed0_trained_l0_m_random_previous_iid,up_to_four,all,18617,0.5183813209281616,0.5179197524043165,0.5181585793219349,"[0.510353856505048, 0.5267897244826948]"
seed0_trained_l0_m_random_previous_iid,up_to_four,current_ne_previous,9976,0.4910488795423632,0.4899984176068072,0.49001371431143864,"[0.4813753102424548, 0.5008035329338418]"
seed0_trained_l0_m_random_previous_iid,single,all,18617,0.5069607560235785,0.5038117636465093,0.515471338674744,"[0.49822760688558904, 0.5150569757268532]"
seed0_trained_l0_m_random_previous_iid,single,current_ne_previous,9976,0.491873587168678,0.4871698097650412,0.4909878645225394,"[0.4816813335464562, 0.5019263039179118]"
seed0_trained_l0_m_random_previous_transfer,up_to_four,all,4644,0.5,0.34202323604420515,0.5465685964905763,"[0.5, 0.5]"
seed0_trained_l0_m_random_previous_transfer,up_to_four,current_ne_previous,2530,0.5,0.3301562086311888,0.4874057832328375,"[0.5, 0.5]"
seed0_trained_l0_m_random_previous_transfer,single,all,4644,0.5,0.34202323604420515,0.5477899844331088,"[0.5, 0.5]"
seed0_trained_l0_m_random_previous_transfer,single,current_ne_previous,2530,0.5,0.3301562086311888,0.4927904914116561,"[0.5, 0.5]"
seed0_trained_l0_m_random_query_iid,up_to_four,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_m_random_query_iid,single,all,20000,0.9694932908462921,0.9693795642110086,,"[0.9670968602798256, 0.9718438541111786]"
seed0_trained_l0_m_random_state_iid,up_to_four,all,20000,0.08843708684724502,0.02666922121374363,,"[0.08632460948264378, 0.09060730299900215]"
seed0_trained_l0_m_random_state_iid,single,all,20000,0.0698467952898192,0.020728720837010172,,"[0.06821363711475213, 0.0717916837175138]"
seed0_trained_l0_m_shuffled_A_iid,full,all,20000,0.5312279998599739,0.5100523591402191,0.5641213721863884,"[0.5240199058442875, 0.5384932127330144]"
seed0_trained_l0_m_shuffled_B_iid,full,all,20000,0.5252372666738285,0.46082520667392834,0.5510423839555071,"[0.5201153868071406, 0.5306250225091582]"
seed0_trained_l0_m_shuffled_C_iid,full,all,20000,0.5014661231904294,0.3389374993561513,0.6290782381152707,"[0.5007528617896265, 0.5022432114468759]"
seed0_trained_l0_m_shuffled_D_iid,full,all,20000,0.5264670427279439,0.4730288315694494,0.576479461546004,"[0.5203892244047671, 0.5320689879960175]"
seed0_trained_l0_m_shuffled_current_iid,full,all,20000,0.4991659482040784,0.3420935894281532,0.4700747387913431,"[0.49831501187486776, 0.49993714006422385]"
seed0_trained_l0_m_shuffled_current_iid,full,current_ne_previous,9976,0.49912673760165155,0.3375568749536829,0.4986410291039233,"[0.4980345173931251, 0.5002411961809493]"
seed0_trained_l0_m_shuffled_current_transfer,full,all,4979,0.5,0.34615889691398555,0.46885631626703245,"[0.5, 0.5]"
seed0_trained_l0_m_shuffled_current_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.4942243301304268,"[0.5, 0.5]"
seed0_trained_l0_m_shuffled_previous_iid,full,all,18617,0.5019943976271379,0.35520582342810575,0.5055872231996756,"[0.4999696041516801, 0.5038845626821432]"
seed0_trained_l0_m_shuffled_previous_iid,full,current_ne_previous,9976,0.5010042959718832,0.34638810898903094,0.4872075459260617,"[0.4986448547592351, 0.5035421064567376]"
seed0_trained_l0_m_shuffled_previous_transfer,full,all,4644,0.5,0.34202323604420515,0.5101461578757696,"[0.5, 0.5]"
seed0_trained_l0_m_shuffled_previous_transfer,full,current_ne_previous,2530,0.5,0.3301562086311888,0.49953903397772736,"[0.5, 0.5]"
seed0_trained_l0_m_shuffled_query_iid,full,all,20000,0.18433713418781966,0.21356624579259714,,"[0.1787573431401173, 0.19002717068898364]"
seed0_trained_l0_m_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l0_u_full_A_iid,full,all,20000,0.6264166392155271,0.626426994880911,0.673474158855192,"[0.6159169606458226, 0.6367898719804866]"
seed0_trained_l0_u_full_B_iid,full,all,20000,0.617829026144763,0.6176810250007825,0.6609964691977994,"[0.6082753556801263, 0.6281163314841329]"
seed0_trained_l0_u_full_C_iid,full,all,20000,0.6201301479655728,0.6186519152242755,0.6700171729815957,"[0.6103799717000855, 0.6302648033775708]"
seed0_trained_l0_u_full_D_iid,full,all,20000,0.6303139163180345,0.6303753654470565,0.6807000011695838,"[0.6206238889933998, 0.6409134945277362]"
seed0_trained_l0_u_full_current_iid,full,all,20000,0.6039869709531873,0.6037634939828953,0.6438269458219426,"[0.5966539878380133, 0.6106830745800336]"
seed0_trained_l0_u_full_current_iid,full,current_ne_previous,9976,0.499222319760506,0.4989271117063444,0.5002548321644817,"[0.48937180818205445, 0.5083488374237926]"
seed0_trained_l0_u_full_current_transfer,full,all,4979,0.6035610707515429,0.5827672184358705,0.6525410336669393,"[0.5898075983965485, 0.6171992366187883]"
seed0_trained_l0_u_full_current_transfer,full,current_ne_previous,2530,0.5043924592834181,0.47625371625190527,0.49609694599853366,"[0.4849864384589175, 0.5207244016399587]"
seed0_trained_l0_u_full_previous_iid,full,all,18617,0.6040034253017144,0.6040005466346099,0.6427869189593521,"[0.5955606892560003, 0.611511874668007]"
seed0_trained_l0_u_full_previous_iid,full,current_ne_previous,9976,0.5045052236574283,0.5045024565435539,0.505635890658512,"[0.4947705019099614, 0.5140620388441735]"
seed0_trained_l0_u_full_previous_transfer,full,all,4644,0.6088330032954254,0.6077823296371037,0.649574418284967,"[0.5931829793376713, 0.623698390069025]"
seed0_trained_l0_u_full_previous_transfer,full,current_ne_previous,2530,0.5114278946009785,0.5096411021372556,0.5038943034600266,"[0.49193096315421425, 0.5319209336176878]"
seed0_trained_l0_u_full_query_iid,full,all,20000,1.0,1.0,,"[1.0, 1.0]"
seed0_trained_l0_u_full_state_iid,full,all,20000,0.12172249223498009,0.07218715959637158,,"[0.11870133868126319, 0.12451793623551186]"
seed0_trained_l0_u_shuffled_A_iid,full,all,20000,0.5,0.34043465356330177,0.49211422785277653,"[0.5, 0.5]"
seed0_trained_l0_u_shuffled_B_iid,full,all,20000,0.5001135320974232,0.3291244911947819,0.4798211156012514,"[0.49958943764347885, 0.5006700036694222]"
seed0_trained_l0_u_shuffled_C_iid,full,all,20000,0.5002455397454725,0.3544945609734448,0.49928609666517665,"[0.4979324285267892, 0.5025868688200655]"
seed0_trained_l0_u_shuffled_D_iid,full,all,20000,0.5190422678007465,0.46440146753997896,0.5402775054089249,"[0.5130849191418356, 0.5256215842987536]"
seed0_trained_l0_u_shuffled_current_iid,full,all,20000,0.5048876540157468,0.38749512913360173,0.5400356471671863,"[0.5017100864912101, 0.5078810379854648]"
seed0_trained_l0_u_shuffled_current_iid,full,current_ne_previous,9976,0.4964049371521179,0.36916404562744576,0.5044645067831981,"[0.49216998714055754, 0.5005183710020492]"
seed0_trained_l0_u_shuffled_current_transfer,full,all,4979,0.5194878749667269,0.4156435561713566,0.5366066357218123,"[0.5104119257634814, 0.5286846825774215]"
seed0_trained_l0_u_shuffled_current_transfer,full,current_ne_previous,2530,0.4957194226392758,0.40054176609575753,0.4778051891960815,"[0.4833142358493697, 0.5073400291329125]"
seed0_trained_l0_u_shuffled_previous_iid,full,all,18617,0.5096860613522067,0.4819874460290496,0.5193767645979179,"[0.5032387641986888, 0.5162062624453418]"
seed0_trained_l0_u_shuffled_previous_iid,full,current_ne_previous,9976,0.5062228889124696,0.47214727210628704,0.5137533401502947,"[0.4975154929632617, 0.5147325425000071]"
seed0_trained_l0_u_shuffled_previous_transfer,full,all,4644,0.5,0.32441082339249344,0.46910064979696164,"[0.5, 0.5]"
seed0_trained_l0_u_shuffled_previous_transfer,full,current_ne_previous,2530,0.5,0.33648046157880934,0.49559003963370235,"[0.5, 0.5]"
seed0_trained_l0_u_shuffled_query_iid,full,all,20000,0.45024868866370893,0.31410514306384707,,"[0.44686649459482053, 0.45356446196656436]"
seed0_trained_l0_u_shuffled_state_iid,full,all,20000,0.0625,0.011161832339146669,,"[0.0625, 0.0625]"
seed0_trained_l1_h_full_A_iid,full,all,20000,0.63865492229388,0.6387044548752381,0.6871319579003579,"[0.6289953622691519, 0.6488786549360747]"
seed0_trained_l1_h_full_B_iid,full,all,20000,0.6308396283976176,0.6308676094865984,0.675221292529608,"[0.6217842424985307, 0.639495293355215]"
seed0_trained_l1_h_full_C_iid,full,all,20000,0.6285894487152195,0.6264007453854096,0.684307800176589,"[0.618559201988768, 0.6381073568760588]"
seed0_trained_l1_h_full_D_iid,full,all,20000,0.6452834686846315,0.6453182332320588,0.7010699669920993,"[0.6359289533759246, 0.6548374820148576]"
seed0_trained_l1_h_full_current_iid,full,all,20000,0.7144363420795745,0.7143234159914343,0.7619555163835091,"[0.7080314250791553, 0.7208584886445061]"
seed0_trained_l1_h_full_current_iid,full,current_ne_previous,9976,0.5088524031396608,0.5088199073314876,0.5269170694140307,"[0.4986304643843257, 0.5186074434725613]"
seed0_trained_l1_h_full_current_transfer,full,all,4979,0.7033343436718162,0.6937332000715064,0.7757335154533214,"[0.691206970369032, 0.7147175048188262]"
seed0_trained_l1_h_full_current_transfer,full,current_ne_previous,2530,0.5459862829012545,0.5346599164446451,0.5477501420400387,"[0.5273128406890438, 0.56284487231628]"
